City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Araouane,ML,2020-11-29 21:25:36,18.9,-3.53,73.27,21,66,9.42
276,Palmer,US,2020-11-29 21:24:42,42.16,-72.33,48.99,42,20,4.7
277,Ostrovnoy,RU,2020-11-29 21:25:37,68.05,39.51,28.92,94,100,30.78
278,Tessalit,ML,2020-11-29 21:25:37,20.2,1.01,67.91,24,0,7.81
279,Mount Isa,AU,2020-11-29 21:25:38,-20.73,139.5,84.2,51,0,4.41
280,Woodstock,CA,2020-11-29 21:25:38,43.13,-80.75,46.4,65,100,5.82
281,Lima,PE,2020-11-29 21:25:03,-12.04,-77.03,66.2,82,90,14.99
282,Rio Grande,BR,2020-11-29 21:25:39,-32.03,-52.1,86.0,48,20,9.17
283,Casablanca,MA,2020-11-29 21:24:41,33.59,-7.62,57.2,100,75,5.82
284,West Bay,KY,2020-11-29 21:25:40,19.37,-81.42,84.2,70,20,12.75
285,Mutis,CO,2020-11-29 21:25:40,6.23,-77.4,80.69,82,84,7.18
286,Mahebourg,MU,2020-11-29 21:25:41,-20.41,57.7,75.2,88,75,6.93
287,Eau Claire,US,2020-11-29 21:25:25,44.81,-91.5,35.6,47,90,12.75
288,Terrenate,MX,2020-11-29 21:25:42,19.48,-97.92,75.2,27,5,14.99
289,Rudbar,AF,2020-11-29 21:25:42,30.15,62.6,54.59,41,86,2.21
290,Fairbanks,US,2020-11-29 21:24:02,64.84,-147.72,8.01,77,40,1.72
291,Morgan City,US,2020-11-29 21:25:43,29.7,-91.21,62.6,93,90,10.29
292,Talnakh,RU,2020-11-29 21:25:43,69.49,88.4,6.8,84,90,26.84
293,Maneadero,MX,2020-11-29 21:25:43,31.72,-116.57,66.0,61,0,5.01
294,Harper,LR,2020-11-29 21:25:44,4.38,-7.72,79.07,83,81,4.56
295,Gallup,US,2020-11-29 21:25:44,35.53,-108.74,50.0,27,1,3.6
296,Cabo San Lucas,MX,2020-11-29 21:25:18,22.89,-109.91,78.01,64,5,9.17
297,Kuandian,CN,2020-11-29 21:25:45,40.73,124.78,19.17,81,0,2.89
298,Valmiera,LV,2020-11-29 21:25:45,57.54,25.43,32.0,92,95,5.01
299,Bathsheba,BB,2020-11-29 21:25:45,13.22,-59.52,82.4,78,40,16.11
300,Shieli,KZ,2020-11-29 21:25:46,44.17,66.75,21.92,90,0,12.77
301,Umm Lajj,SA,2020-11-29 21:25:46,25.02,37.27,72.73,49,0,13.02
302,Salym,RU,2020-11-29 21:25:47,60.06,71.48,4.46,93,0,3.76
303,Korla,CN,2020-11-29 21:25:47,41.76,86.15,25.95,91,84,4.76
304,Wilmington,US,2020-11-29 21:23:01,34.23,-77.94,64.4,72,75,8.05
305,Tura,IN,2020-11-29 21:25:47,25.52,90.22,61.05,70,0,3.42
306,Coquimbo,CL,2020-11-29 21:24:01,-29.95,-71.34,64.4,68,0,13.87
307,Kavieng,PG,2020-11-29 21:25:49,-2.57,150.8,80.11,80,99,16.51
308,Kropotkin,RU,2020-11-29 21:25:49,45.44,40.58,37.92,91,0,8.37
309,Katsuura,JP,2020-11-29 21:25:49,35.13,140.3,48.2,66,75,9.17
310,Praia Da Vitoria,PT,2020-11-29 21:25:50,38.73,-27.07,60.01,71,75,26.19
311,Nalut,LY,2020-11-29 21:25:50,30.33,10.85,55.2,45,0,9.48
312,Bonthe,SL,2020-11-29 21:25:50,7.53,-12.51,79.29,83,83,4.43
313,Kalininsk,RU,2020-11-29 21:25:51,51.5,44.48,26.71,96,0,13.27
314,Marsa Matruh,EG,2020-11-29 21:25:51,31.35,27.25,57.2,71,20,9.06
315,Valls,ES,2020-11-29 21:23:22,41.29,1.25,55.0,81,20,6.93
316,Oudtshoorn,ZA,2020-11-29 21:21:45,-33.59,22.2,53.6,93,0,4.7
317,Llanes,ES,2020-11-29 21:25:52,43.42,-4.75,52.0,85,100,3.29
318,Swiecie,PL,2020-11-29 21:25:52,53.41,18.45,33.01,78,19,1.01
319,Walvis Bay,NA,2020-11-29 21:25:53,-22.96,14.51,57.99,87,0,8.05
320,Jiexiu,CN,2020-11-29 21:25:53,37.02,111.91,24.93,81,35,0.63
321,Iqaluit,CA,2020-11-29 21:25:53,63.75,-68.51,-11.2,63,20,14.99
322,Nadadores,MX,2020-11-29 21:25:54,27.05,-101.6,75.0,23,0,3.0
323,Riyadh,SA,2020-11-29 21:25:17,24.69,46.72,62.6,88,75,9.17
324,Galle,LK,2020-11-29 21:25:55,6.04,80.22,78.3,83,100,3.6
325,Tarakan,ID,2020-11-29 21:25:07,3.3,117.63,77.27,92,100,13.96
326,Zlobin,HR,2020-11-29 21:25:56,45.29,14.65,41.0,48,0,4.7
327,Nosy Varika,MG,2020-11-29 21:25:56,-20.58,48.53,75.51,83,10,9.6
328,New Norfolk,AU,2020-11-29 21:25:57,-42.78,147.06,59.0,65,46,1.01
329,Kaduna,NG,2020-11-29 21:25:58,10.52,7.44,72.48,22,0,7.23
330,Port Macquarie,AU,2020-11-29 21:25:58,-31.43,152.92,71.01,71,79,3.0
331,Coruripe,BR,2020-11-29 21:25:58,-10.13,-36.18,76.89,75,89,9.48
332,Kahului,US,2020-11-29 21:25:59,20.89,-156.47,80.6,57,40,11.41
333,Cherskiy,RU,2020-11-29 21:25:59,68.75,161.3,-9.47,90,100,4.5
334,Gaya,IN,2020-11-29 21:25:59,24.78,85.0,55.4,87,0,3.69
335,Muroto,JP,2020-11-29 21:26:00,33.28,134.15,50.0,61,75,10.29
336,Zapopan,MX,2020-11-29 21:24:08,20.72,-103.4,84.2,20,5,11.41
337,Salihorsk,BY,2020-11-29 21:21:10,52.79,27.54,31.66,99,100,6.29
338,Clyde River,CA,2020-11-29 21:26:01,70.47,-68.59,-14.8,75,1,3.36
339,Carballo,ES,2020-11-29 21:25:03,43.21,-8.69,54.0,90,100,2.19
340,Taltal,CL,2020-11-29 21:26:02,-25.4,-70.48,67.77,58,33,6.82
341,Panorama,GR,2020-11-29 21:26:02,40.59,23.03,57.0,93,40,2.48
342,Atasu,KZ,2020-11-29 21:26:03,48.68,71.64,-0.11,93,92,6.62
343,Ponta Delgada,PT,2020-11-29 21:26:03,37.73,-25.67,59.0,77,20,31.09
344,Sao Felix Do Xingu,BR,2020-11-29 21:26:03,-6.64,-51.99,81.14,74,100,0.43
345,Aksu,CN,2020-11-29 21:26:04,41.12,80.26,22.48,88,0,2.95
346,El Campo,US,2020-11-29 21:23:10,29.2,-96.27,57.99,66,90,20.8
347,Katangli,RU,2020-11-29 21:26:04,51.71,143.23,18.3,96,100,14.29
348,Hami,CN,2020-11-29 21:25:09,42.8,93.45,25.0,83,99,4.5
349,Pingliang,CN,2020-11-29 21:25:47,35.54,106.69,26.82,91,100,1.57
350,Dana Point,US,2020-11-29 21:26:06,33.47,-117.7,75.0,50,0,3.0
351,Yingcheng,CN,2020-11-29 21:26:06,30.95,113.55,39.2,86,0,6.71
352,Mapiripan,CO,2020-11-29 21:26:07,2.89,-72.13,83.32,69,31,5.64
353,Lasa,IT,2020-11-29 21:26:07,46.62,10.7,33.01,80,5,5.82
354,Da Lat,VN,2020-11-29 21:26:08,11.95,108.44,60.44,100,99,4.92
355,Vanimo,PG,2020-11-29 21:26:08,-2.67,141.3,78.35,86,100,6.78
356,Angoche,MZ,2020-11-29 21:26:08,-16.23,39.91,79.83,83,25,5.23
357,Etchoropo,MX,2020-11-29 21:26:08,26.77,-109.67,82.0,26,8,3.0
358,Haines Junction,CA,2020-11-29 21:26:09,60.75,-137.51,32.0,93,22,5.82
359,Nieuw Amsterdam,SR,2020-11-29 21:26:09,5.88,-55.08,82.4,78,40,8.05
360,Krizevci,HR,2020-11-29 21:26:10,46.02,16.54,32.0,92,0,2.24
361,Jogeva,EE,2020-11-29 21:26:10,58.75,26.39,32.0,97,100,6.93
362,Mocuba,MZ,2020-11-29 21:26:11,-16.84,36.99,74.57,84,32,2.89
363,Bilibino,RU,2020-11-29 21:26:11,68.05,166.44,-13.47,87,100,0.78
364,Barcelos,PT,2020-11-29 21:26:11,41.54,-8.62,57.2,71,20,5.82
365,Stromness,GB,2020-11-29 21:26:12,58.97,-3.3,46.4,87,40,17.22
366,Bay City,US,2020-11-29 21:26:12,43.59,-83.89,48.2,61,1,14.99
367,Norman Wells,CA,2020-11-29 21:26:13,65.28,-126.83,-5.8,83,40,4.14
368,Kabanjahe,ID,2020-11-29 21:26:13,3.1,98.49,77.0,100,40,2.24
369,Opportunity,US,2020-11-29 21:26:14,47.65,-117.24,44.01,63,1,6.93
370,Hansot,IN,2020-11-29 21:26:14,21.58,72.8,75.83,54,37,8.88
371,Denpasar,ID,2020-11-29 21:24:02,-8.65,115.22,77.0,94,75,3.36
372,Wanning,CN,2020-11-29 21:26:15,18.8,110.4,69.08,80,100,15.86
373,San Quintin,MX,2020-11-29 21:26:15,30.48,-115.95,68.88,32,0,7.45
374,Krasnoselkup,RU,2020-11-29 21:26:15,65.7,82.47,6.71,94,100,14.16
375,Labuhan,ID,2020-11-29 21:26:16,-6.88,112.21,76.06,88,100,9.84
376,Buala,SB,2020-11-29 21:26:16,-8.14,159.59,83.21,72,80,8.86
377,Rock Sound,BS,2020-11-29 21:26:16,24.9,-76.2,76.91,81,65,13.51
378,Ayan,RU,2020-11-29 21:26:17,56.45,138.17,2.52,87,7,15.77
379,Padang,ID,2020-11-29 21:21:18,-0.95,100.35,77.04,73,81,3.69
380,Churapcha,RU,2020-11-29 21:26:17,62.0,132.43,-28.44,85,95,0.4
381,Mariinskiy Posad,RU,2020-11-29 21:26:18,56.12,47.72,32.0,98,75,11.18
382,Karangampel,ID,2020-11-29 21:26:18,-6.46,108.45,79.18,78,100,4.99
383,Manokwari,ID,2020-11-29 21:26:18,-0.87,134.08,79.48,74,98,3.8
384,Deputatskiy,RU,2020-11-29 21:26:18,69.3,139.9,-14.35,89,12,6.55
385,Abu Dhabi,AE,2020-11-29 21:22:22,24.47,54.37,71.6,78,0,2.24
386,Ossora,RU,2020-11-29 21:26:18,59.24,163.07,18.73,95,96,5.61
387,Seoul,KR,2020-11-29 21:26:18,37.57,126.98,24.8,79,1,4.21
388,Turbat,PK,2020-11-29 21:26:18,26.0,63.04,67.75,24,0,5.73
389,Limon,CR,2020-11-29 21:26:19,10.0,-83.03,82.4,78,75,11.41
390,Khorramshahr,IR,2020-11-29 21:26:20,30.44,48.17,64.4,88,75,9.17
391,Bajil,YE,2020-11-29 21:26:20,15.06,43.29,80.11,67,12,5.61
392,Mladenovac,RS,2020-11-29 21:26:20,44.44,20.7,35.6,93,75,3.36
393,Naze,JP,2020-11-29 21:22:09,28.37,129.48,64.4,68,90,19.46
394,Asmar,AF,2020-11-29 21:26:21,35.03,71.36,51.08,38,0,10.51
395,Rapid Valley,US,2020-11-29 21:26:21,44.06,-103.15,39.99,21,1,4.7
396,Uyutne,UA,2020-11-29 21:26:22,45.2,33.3,51.89,75,95,9.4
397,Nenjiang,CN,2020-11-29 21:26:22,49.18,125.22,2.32,91,91,5.57
398,Pitimbu,BR,2020-11-29 21:26:22,-7.47,-34.81,78.8,74,0,11.41
399,Luanda,AO,2020-11-29 21:25:27,-8.84,13.23,80.6,83,40,8.05
400,Garmsar,IR,2020-11-29 21:26:22,35.22,52.34,47.73,86,100,1.72
401,Okha,RU,2020-11-29 21:26:23,53.57,142.95,21.67,95,100,17.58
402,Ulaangom,MN,2020-11-29 21:26:23,49.98,92.07,10.83,92,100,3.04
403,Presidencia Roque Saenz Pena,AR,2020-11-29 21:26:23,-26.79,-60.44,91.99,61,47,10.0
404,Tabou,CI,2020-11-29 21:26:23,4.42,-7.35,79.25,82,52,4.29
405,Jumla,NP,2020-11-29 21:26:23,29.27,82.18,42.66,54,0,3.65
406,Kidal,ML,2020-11-29 21:26:24,18.44,1.41,74.79,19,36,8.88
407,Sakakah,SA,2020-11-29 21:26:24,29.97,40.21,53.6,81,0,5.82
408,Agadez,NE,2020-11-29 21:26:24,19.75,10.25,68.81,26,0,3.4
409,Inta,RU,2020-11-29 21:26:24,66.03,60.17,15.82,92,100,24.63
410,Piranhas,BR,2020-11-29 21:26:24,-16.43,-51.82,89.26,40,15,4.29
411,Srednekolymsk,RU,2020-11-29 21:26:24,67.45,153.68,-14.73,89,100,6.58
412,Moron,AR,2020-11-29 21:26:24,-34.65,-58.62,87.8,39,0,10.29
413,Ouro Preto Do Oeste,BR,2020-11-29 21:26:25,-10.75,-62.22,90.37,49,53,3.85
414,Luwuk,ID,2020-11-29 21:26:25,-0.95,122.79,78.48,76,99,2.19
415,Andrelandia,BR,2020-11-29 21:26:25,-21.74,-44.31,71.26,75,24,2.68
416,Constitucion,CL,2020-11-29 21:26:26,-35.33,-72.42,65.37,49,0,18.75
417,Talmenka,RU,2020-11-29 21:26:26,53.82,83.57,19.4,85,40,4.47
418,Savannah Bight,HN,2020-11-29 21:26:26,16.45,-85.85,86.0,70,20,10.29
419,Nuh,IN,2020-11-29 21:26:27,28.12,77.02,66.99,81,0,2.86
420,Nyurba,RU,2020-11-29 21:26:27,63.28,118.33,-12.23,89,65,7.96
421,Manta,EC,2020-11-29 21:26:27,-0.95,-80.73,75.2,83,90,9.17
422,Richards Bay,ZA,2020-11-29 21:26:27,-28.78,32.04,66.45,77,9,4.59
423,King City,US,2020-11-29 21:26:27,36.21,-121.13,70.0,77,0,0.56
424,Yangshan,CN,2020-11-29 21:26:28,28.76,115.03,38.57,90,37,3.74
425,Quatre Cocos,MU,2020-11-29 21:26:28,-20.21,57.76,75.2,88,75,6.93
426,Thanh Hoa,VN,2020-11-29 21:26:28,19.8,105.77,61.97,68,82,5.01
427,Mabaruma,GY,2020-11-29 21:26:28,8.2,-59.78,80.6,80,28,3.85
428,Ereymentau,KZ,2020-11-29 21:26:28,51.62,73.1,-4.18,93,100,4.81
429,Saryg-Sep,RU,2020-11-29 21:26:28,51.5,95.6,-6.88,89,62,1.7
430,Nicoya,CR,2020-11-29 21:26:28,10.15,-85.45,80.6,83,40,8.05
431,Shushenskoye,RU,2020-11-29 21:26:28,53.33,91.94,12.2,85,90,1.43
432,Puerto Suarez,BO,2020-11-29 21:26:29,-18.95,-57.8,100.4,35,20,6.93
433,Nueve De Julio,AR,2020-11-29 21:26:29,-35.44,-60.88,78.01,39,100,11.01
434,Port-Cartier,CA,2020-11-29 21:26:29,50.03,-66.87,30.2,68,31,12.75
435,Kuminskiy,RU,2020-11-29 21:26:30,58.67,66.57,7.02,95,0,2.66
436,Santa Helena De Goias,BR,2020-11-29 21:26:30,-17.81,-50.6,86.58,43,20,4.12
437,Visby,SE,2020-11-29 21:26:30,57.64,18.3,35.6,93,63,3.36
438,Severodvinsk,RU,2020-11-29 21:26:31,64.56,39.83,19.4,85,90,4.47
439,Bagdarin,RU,2020-11-29 21:26:31,54.43,113.6,-4.14,85,0,3.29
440,Huangmei,CN,2020-11-29 21:26:31,30.19,116.03,41.56,76,0,5.5
441,Sargatskoye,RU,2020-11-29 21:26:32,55.61,73.5,2.01,93,0,6.35
442,Verkhoyansk,RU,2020-11-29 21:26:32,67.54,133.38,-20.0,85,94,2.8
443,Broken Hill,AU,2020-11-29 21:26:32,-31.95,141.43,68.0,37,2,13.87
444,Sulina,RO,2020-11-29 21:26:33,45.16,29.65,44.64,81,100,8.86
445,Saint Anthony,US,2020-11-29 21:26:33,45.02,-93.22,35.6,37,1,16.11
446,Kuryk,KZ,2020-11-29 21:26:33,43.2,51.65,38.66,68,100,20.96
447,Hofn,IS,2020-11-29 21:26:34,64.25,-15.21,37.9,74,85,13.47
448,Quelimane,MZ,2020-11-29 21:26:35,-17.88,36.89,80.6,83,0,8.05
449,Barpathar,IN,2020-11-29 21:26:35,26.3,93.87,58.82,84,0,0.96
450,Samana,DO,2020-11-29 21:26:35,19.21,-69.34,87.8,70,20,8.37
451,Faya,SA,2020-11-29 21:26:35,18.39,42.45,59.0,76,0,2.17
452,Praya,CV,2020-11-29 21:26:36,14.92,-23.51,73.4,69,40,11.41
453,Pangkalanbuun,ID,2020-11-29 21:26:36,-2.68,111.62,72.57,98,100,2.26
454,Taclobo,PH,2020-11-29 21:26:36,12.31,122.59,80.76,78,6,13.85
455,Giddalur,IN,2020-11-29 21:26:37,15.35,78.92,68.79,94,45,3.89
456,Aromashevo,RU,2020-11-29 21:26:37,56.86,68.64,1.15,93,5,4.5
457,Bandarbeyla,SO,2020-11-29 21:26:37,9.49,50.81,76.71,78,0,12.64
458,Chernyshevskiy,RU,2020-11-29 21:26:38,63.01,112.47,-11.0,92,93,5.55
459,Saquarema,BR,2020-11-29 21:26:38,-22.92,-42.51,77.0,88,20,19.46
460,Beyneu,KZ,2020-11-29 21:26:38,45.32,55.2,33.49,88,98,19.77
461,Ola,RU,2020-11-29 21:26:39,59.58,151.28,11.43,89,98,9.89
462,Athabasca,CA,2020-11-29 21:26:39,54.72,-113.29,24.8,62,76,5.82
463,Luis Correia,BR,2020-11-29 21:26:39,-2.88,-41.67,81.19,75,0,12.95
464,Kenora,CA,2020-11-29 21:26:40,49.82,-94.43,17.6,72,90,12.75
465,Chara,RU,2020-11-29 21:26:40,56.91,118.26,-9.76,77,13,1.45
466,Nagua,DO,2020-11-29 21:23:40,19.38,-69.85,84.2,83,40,9.17
467,Huadian,CN,2020-11-29 21:26:41,42.96,126.75,13.91,91,0,7.52
468,Lixourion,GR,2020-11-29 21:26:41,38.2,20.43,60.31,78,100,13.13
469,Stranda,NO,2020-11-29 21:26:41,62.31,6.94,48.2,61,75,13.87
470,Husavik,IS,2020-11-29 21:26:42,66.04,-17.34,30.2,86,75,5.1
471,Semey,KZ,2020-11-29 21:23:13,50.41,80.23,8.08,93,0,2.39
472,Maumere,ID,2020-11-29 21:26:42,-8.62,122.21,81.84,68,47,3.15
473,Bambanglipuro,ID,2020-11-29 21:26:42,-7.95,110.28,73.76,83,91,4.16
474,Mackay,AU,2020-11-29 21:24:29,-21.15,149.2,77.0,73,2,6.93
475,Ust-Uda,RU,2020-11-29 21:26:43,54.17,103.03,9.55,95,100,2.71
476,Port Blair,IN,2020-11-29 21:23:08,11.67,92.75,80.73,78,0,14.85
477,Hirara,JP,2020-11-29 21:26:44,24.8,125.28,69.53,73,33,29.35
478,Plouzane,FR,2020-11-29 21:26:44,48.38,-4.62,48.2,100,0,2.24
479,Dourdan,FR,2020-11-29 21:26:44,48.53,2.01,36.0,89,0,1.01
480,Batticaloa,LK,2020-11-29 21:26:45,7.71,81.69,79.12,83,100,6.87
481,Nemuro,JP,2020-11-29 21:26:45,43.32,145.57,33.69,87,29,9.89
482,Moindou,NC,2020-11-29 21:26:45,-21.69,165.68,78.8,50,0,5.82
483,Bartica,GY,2020-11-29 21:26:46,6.4,-58.62,78.8,94,75,4.7
484,Kanina,CD,2020-11-29 21:26:46,-10.73,25.47,63.41,84,87,2.48
485,Cam Ranh,VN,2020-11-29 21:26:46,11.92,109.16,77.0,94,75,19.46
486,Vila Franca Do Campo,PT,2020-11-29 21:26:47,37.72,-25.43,59.0,77,20,31.09
487,Port Shepstone,ZA,2020-11-29 21:26:47,-30.74,30.45,67.35,73,100,1.03
488,Port Moresby,PG,2020-11-29 21:26:48,-9.44,147.18,77.0,94,75,3.36
489,Misratah,LY,2020-11-29 21:26:48,32.38,15.09,65.16,48,0,19.42
490,Vardo,NO,2020-11-29 21:26:48,70.37,31.11,32.0,83,20,49.44
491,Chenghai,CN,2020-11-29 21:26:49,23.46,116.77,60.8,67,0,6.71
492,Calabozo,VE,2020-11-29 21:26:49,8.92,-67.43,83.08,80,71,4.12
493,Olafsvik,IS,2020-11-29 21:26:50,64.89,-23.71,31.19,92,63,16.46
494,Nova Venecia,BR,2020-11-29 21:26:50,-18.71,-40.4,74.14,84,5,6.71
495,Bouloupari,NC,2020-11-29 21:26:51,-21.87,166.05,78.8,50,0,5.82
496,Bazarnyy Syzgan,RU,2020-11-29 21:26:51,53.75,46.75,20.25,96,33,10.63
497,Kumluca,TR,2020-11-29 21:26:51,36.37,30.29,58.59,63,100,4.5
498,Lorengau,PG,2020-11-29 21:26:51,-2.02,147.27,82.18,78,100,2.98
499,Jiuquan,CN,2020-11-29 21:26:52,39.74,98.52,20.39,84,92,0.67
500,Umm Kaddadah,SD,2020-11-29 21:26:52,13.6,26.69,66.69,24,0,13.89
501,Sao Borja,BR,2020-11-29 21:26:53,-28.66,-56.0,76.93,90,94,3.6
502,Berlevag,NO,2020-11-29 21:26:53,70.86,29.09,30.2,80,0,34.45
503,Fort Payne,US,2020-11-29 21:26:13,34.44,-85.72,53.6,93,90,6.17
504,Acurenam,GQ,2020-11-29 21:26:54,1.03,10.65,68.88,98,4,3.29
505,Laguna,US,2020-11-29 21:26:54,38.42,-121.42,64.0,36,1,3.11
506,Palmas,BR,2020-11-29 21:26:54,-10.21,-48.36,89.6,43,20,5.82
507,Kazerun,IR,2020-11-29 21:26:55,29.62,51.65,59.94,70,32,2.1
508,Okhotsk,RU,2020-11-29 21:26:55,59.38,143.3,4.37,85,100,14.34
509,Pringsewu,ID,2020-11-29 21:26:55,-5.36,104.97,71.96,90,90,2.86
510,Birao,CF,2020-11-29 21:26:56,10.28,22.79,71.89,26,0,5.32
511,Ostuni,IT,2020-11-29 21:24:50,40.73,17.58,59.0,77,75,16.11
512,Juatuba,BR,2020-11-29 21:24:38,-19.95,-44.34,80.6,47,40,10.29
513,Soyo,AO,2020-11-29 21:26:57,-6.13,12.37,79.41,86,100,6.62
514,Pingdu,CN,2020-11-29 21:26:57,36.78,119.95,24.8,92,1,2.24
515,La Ligua,CL,2020-11-29 21:26:57,-32.45,-71.23,78.8,47,0,9.17
516,Oeiras Do Para,BR,2020-11-29 21:26:58,-2.0,-49.85,81.9,77,100,3.0
517,Makokou,GA,2020-11-29 21:26:58,0.57,12.86,70.34,92,50,2.91
518,Gramsh,AL,2020-11-29 21:26:58,40.87,20.18,51.12,64,100,5.84
519,Acapulco,MX,2020-11-29 21:23:11,16.86,-99.89,86.0,70,75,4.7
520,Tynda,RU,2020-11-29 21:26:59,55.17,124.72,-8.84,87,98,4.23
521,Kerman,IR,2020-11-29 21:26:59,30.28,57.08,48.2,31,75,6.93
522,Cankuzo,BI,2020-11-29 21:27:00,-3.13,30.58,58.06,99,73,1.16
523,Hun,LY,2020-11-29 21:27:00,29.13,15.95,60.82,32,0,8.1
524,Bilma,NE,2020-11-29 21:27:00,18.69,12.92,71.89,22,0,5.46
525,Artesia,US,2020-11-29 21:27:01,33.87,-118.08,78.8,10,1,8.05
526,Hasaki,JP,2020-11-29 21:27:01,35.73,140.83,39.2,86,75,2.24
527,George,ZA,2020-11-29 21:27:02,-33.96,22.46,53.6,93,0,4.7
528,Gambela,ET,2020-11-29 21:27:02,8.25,34.58,76.32,72,10,3.24
529,Lincoln,US,2020-11-29 21:27:02,40.8,-96.67,39.99,48,22,11.99
530,Shubarkuduk,KZ,2020-11-29 21:27:03,49.14,56.49,14.09,94,0,10.09
531,Tinskoy,RU,2020-11-29 21:27:03,56.15,96.92,7.21,92,100,5.48
532,Payson,US,2020-11-29 21:24:38,40.04,-111.73,43.0,55,1,4.7
533,Camalu,MX,2020-11-29 21:27:04,30.85,-116.07,75.99,6,0,6.26
534,Canyon,US,2020-11-29 21:25:03,34.98,-101.92,46.0,43,1,5.01
535,Dzhebariki-Khaya,RU,2020-11-29 21:27:05,62.22,135.8,-26.25,85,81,0.29
536,Arona,ES,2020-11-29 21:27:05,28.1,-16.68,66.0,59,20,10.29
537,Avera,US,2020-11-29 21:27:06,33.19,-82.53,59.0,87,90,1.74
538,Hindaun,IN,2020-11-29 21:27:06,26.72,77.02,57.87,50,0,2.24
539,Kutum,SD,2020-11-29 21:27:06,14.2,24.67,59.4,29,0,6.8
540,Sao Joao Da Barra,BR,2020-11-29 21:27:07,-21.64,-41.05,80.6,74,0,20.8
541,Meulaboh,ID,2020-11-29 21:27:07,4.14,96.13,75.81,89,67,4.38
542,Capreol,CA,2020-11-29 21:27:07,46.71,-80.92,43.0,80,75,9.17
543,Huarmey,PE,2020-11-29 21:27:08,-10.07,-78.15,70.32,72,85,11.21
544,Bafata,GW,2020-11-29 21:27:08,12.17,-14.75,76.98,28,35,5.26
545,Pontian Kecil,MY,2020-11-29 21:27:08,1.48,103.39,80.01,94,20,2.24
546,Cayenne,GF,2020-11-29 21:27:08,4.93,-52.33,80.6,83,90,3.36
547,La Ronge,CA,2020-11-29 21:27:09,55.1,-105.28,30.2,54,28,3.36
548,Soroti,UG,2020-11-29 21:27:09,1.71,33.61,67.17,89,1,3.44
549,Pingyin,CN,2020-11-29 21:27:09,36.28,116.45,35.01,81,0,3.56
550,Stornoway,GB,2020-11-29 21:27:10,58.21,-6.39,46.99,93,100,1.01
551,Gizo,SB,2020-11-29 21:27:10,-8.1,156.84,81.14,75,100,10.92
